ACG,Brand,Market,Product ID,CG,SCG,Long Name,Sales,Vollume,calender week,MAT,'YTD
Home Office,New York,East,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,"51,84",8,10,MAT-2,Null
Home Office,New York,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","626,352",3,11,MAT,Null
Home Office,New York,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,"19,9",5,12,MAT-1,Null
Corporate,California,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,"14,28",7,13,MAT-2,YTD-2
Consumer,Ohio,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","7,408",2,1,MAT,Null
Consumer,Ohio,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","6,048",3,2,MAT-1,Null
Home Office,New Jersey,East,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,"46,26",3,3,MAT-2,Null
Corporate,Pennsylvania,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","2,946",2,4,MAT,Null
Corporate,Pennsylvania,East,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","16,056",3,5,MAT-1,Null
Consumer,Ohio,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,"21,744",3,6,MAT-2,Null
Consumer,Colorado,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,"218,75",2,7,MAT,Null
Consumer,Colorado,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","2,6",1,8,MAT-1,Null
Consumer,Texas,Central,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,"66,284",2,9,MAT-2,Null
Corporate,Tennessee,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy","35,168",7,10,MAT,Null
Consumer,California,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,"444,768",4,11,MAT-1,Null
Consumer,Michigan,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray","83,92",4,12,MAT-2,Null
Consumer,Michigan,Central,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,"131,98",2,13,MAT,YTD
Consumer,Michigan,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels","15,92",4,1,MAT-1,Null
Consumer,Michigan,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head","52,29",9,2,MAT-2,Null
Consumer,Michigan,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","91,99",1,3,MAT,Null
Corporate,Texas,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,"20,8",2,4,MAT-1,Null
Corporate,Ohio,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,"23,68",2,5,MAT-2,Null
Corporate,Ohio,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,"452,45",5,6,MAT,Null
Corporate,Ohio,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,"62,982",3,7,MAT-1,Null
Corporate,Ohio,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188,9,8,MAT-2,Null
Corporate,Ohio,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,"89,584",2,9,MAT,Null
Consumer,California,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray","93,06",6,10,MAT-1,Null
Consumer,California,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,"302,376",3,11,MAT-2,Null
Consumer,Ohio,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,"5,584",2,12,MAT,Null
Consumer,Ohio,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","22,704",6,13,MAT-1,YTD
Consumer,Ohio,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,"19,776",4,1,MAT-2,Null
Consumer,Ohio,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock","72,704",4,2,MAT,Null
Consumer,Ohio,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,"479,988",4,3,MAT-1,Null
Consumer,Ohio,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"27,168",2,4,MAT-2,Null
Corporate,Michigan,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow","2,2",1,5,MAT,Null
Corporate,Michigan,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,"622,45",5,6,MAT-1,Null
Corporate,Michigan,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,"21,98",1,7,MAT-2,Null
Consumer,Tennessee,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,"161,568",2,8,MAT,Null
Consumer,Tennessee,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo","389,696",8,9,MAT-1,Null
Corporate,North Carolina,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,"18,648",7,10,MAT-2,Null
Home Office,Florida,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,"233,86",2,11,MAT,Null
Home Office,Florida,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,"620,6145",3,12,MAT-1,Null
Home Office,Florida,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,"5,328",2,13,MAT-2,YTD-1
Home Office,Florida,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","258,072",3,1,MAT,Null
Home Office,Florida,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,"617,976",3,2,MAT-1,Null
Corporate,California,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),"10,56",2,3,MAT-2,Null
Consumer,Illinois,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,"25,92",5,4,MAT,Null
Consumer,Illinois,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,"419,68",5,5,MAT-1,Null
Consumer,Illinois,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,"11,688",3,6,MAT-2,Null
Consumer,Illinois,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,"31,984",2,7,MAT,Null
Consumer,Illinois,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,"177,225",5,8,MAT-1,Null
Consumer,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,"4,044",3,9,MAT-2,Null
Consumer,Illinois,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","7,408",2,10,MAT,Null
Home Office,Minnesota,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"2001,86",7,11,MAT-1,Null
Home Office,Minnesota,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,"166,72",2,12,MAT-2,Null
Home Office,Minnesota,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","47,88",6,13,MAT,YTD-2
Home Office,Minnesota,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,"1503,25",5,1,MAT-1,Null
Home Office,Minnesota,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,"25,92",4,2,MAT-2,Null
Consumer,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","321,568",2,3,MAT,Null
Consumer,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page","7,61",1,4,MAT-1,Null
Consumer,California,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,"3347,37",13,5,MAT-2,Null
Consumer,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy","80,58",6,6,MAT,Null
Consumer,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,"361,92",4,7,MAT-1,Null
Corporate,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,"12,132",9,8,MAT-2,Null
Corporate,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black","82,368",2,9,MAT,Null
Corporate,Illinois,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black","53,92",5,10,MAT-1,Null
Corporate,Illinois,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,"647,904",6,11,MAT-2,Null
Consumer,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,"20,37",3,12,MAT,Null
Consumer,New York,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,"221,55",3,13,MAT-1,YTD
Consumer,New York,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,"17,52",5,1,MAT-2,Null
Corporate,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,"1,624",2,2,MAT,Null
Corporate,Texas,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"3059,982",3,3,MAT-1,Null
Corporate,Texas,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,"2519,958",7,4,MAT-2,Null
Consumer,Illinois,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,"328,224",4,5,MAT,Null
Consumer,California,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,"79,9",2,6,MAT-1,Null
Corporate,North Carolina,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack","14,016",3,7,MAT-2,Null
Consumer,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,"7,56",6,8,MAT,Null
Corporate,Ohio,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,"37,208",1,9,MAT-1,Null
Corporate,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","57,576",3,10,MAT-2,Null
Corporate,California,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,"725,84",4,11,MAT,Null
Consumer,California,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"209,93",7,12,MAT-1,Null
Consumer,California,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,"5,28",3,13,MAT-2,YTD
Consumer,California,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,"10,92",3,1,MAT,Null
Corporate,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","8,82",2,2,MAT-1,Null
Corporate,California,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,"5,98",1,3,MAT-2,Null
Corporate,Pennsylvania,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad","11,648",2,4,MAT,Null
Corporate,Pennsylvania,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","18,176",4,5,MAT-1,Null
Corporate,Pennsylvania,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,"59,712",6,6,MAT-2,Null
Corporate,Pennsylvania,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,"24,84",3,7,MAT,Null
Consumer,Texas,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,"2,08",5,8,MAT-1,Null
Consumer,Texas,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,"1114,4",7,9,MAT-2,Null
Consumer,California,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top","1038,84",5,10,MAT,Null
Consumer,Oregon,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,"141,76",5,11,MAT-1,Null
Consumer,Oregon,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,"239,8",5,12,MAT-2,Null
Consumer,Oregon,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,"31,104",6,13,MAT,YTD-1
Corporate,Florida,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,"254,058",7,1,MAT-1,Null
Corporate,Florida,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","194,528",2,2,MAT-2,Null
Corporate,Florida,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,"961,48",5,3,MAT,Null
Home Office,Ohio,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,"19,096",7,4,MAT-1,Null
Home Office,Ohio,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,"18,496",8,5,MAT-2,Null
Home Office,Ohio,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,"255,984",2,6,MAT,Null
Home Office,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish","86,97",3,7,MAT-1,Null
Corporate,Colorado,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock","300,416",8,8,MAT-2,Null
Corporate,Colorado,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,"230,352",3,9,MAT,Null
Corporate,Colorado,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"218,352",3,10,MAT-1,Null
Corporate,Colorado,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,"78,6",5,11,MAT-2,Null
Corporate,Colorado,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","27,552",3,12,MAT,Null
Corporate,New Jersey,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,"32,4",5,13,MAT-1,YTD-2
Corporate,New Jersey,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","1082,48",8,1,MAT,Null
Corporate,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,"56,91",3,2,MAT-1,Null
Corporate,New Jersey,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","77,6",4,3,MAT-2,Null
Corporate,New Jersey,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,"14,28",1,4,MAT,Null
Consumer,Illinois,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,"219,075",3,5,MAT-1,Null
Corporate,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,"26,8",2,6,MAT-2,Null
Corporate,Michigan,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,"9,84",3,7,MAT,Null
Home Office,New Jersey,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack","45,48",3,8,MAT-1,Null
Home Office,New Jersey,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,"289,2",6,9,MAT-2,Null
Consumer,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,"4,89",1,10,MAT,Null
Corporate,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,"15,136",4,11,MAT-1,Null
Corporate,Colorado,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"466,768",2,12,MAT-2,Null
Corporate,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany","15,232",1,13,MAT,YTD
Corporate,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,"6,264",3,1,MAT-1,Null
Corporate,New Jersey,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","87,54",3,2,MAT-2,Null
Corporate,Florida,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,"178,384",2,3,MAT,Null
Corporate,Florida,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,"15,552",3,4,MAT-1,Null
Corporate,Pennsylvania,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670","99,136",4,5,MAT-2,Null
Home Office,New York,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,"135,882",1,6,MAT,Null
Home Office,New York,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,"3991,98",2,7,MAT-1,Null
Home Office,New York,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,"275,94",6,8,MAT-2,Null
Home Office,New York,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,9,MAT,Null
Home Office,New York,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black","43,57",1,10,MAT-1,Null
Corporate,California,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,"7,16",2,11,MAT-2,Null
Corporate,California,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,"251,52",6,12,MAT,Null
Corporate,California,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,"99,99",1,13,MAT-1,YTD-1
Corporate,Tennessee,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,"15,992",1,1,MAT-2,Null
Consumer,Pennsylvania,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,"290,898",3,2,MAT,Null
Consumer,Pennsylvania,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black","54,224",2,3,MAT-1,Null
Consumer,Pennsylvania,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,"786,744",4,4,MAT-2,Null
Consumer,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,"100,24",10,5,MAT,Null
Consumer,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"37,764",6,6,MAT-1,Null
Consumer,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,"82,8",2,7,MAT-2,Null
Consumer,Pennsylvania,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,"20,724",2,8,MAT,Null
Consumer,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,"4,896",3,9,MAT-1,Null
Consumer,California,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,"4,752",1,10,MAT-2,Null
Consumer,California,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,"959,984",2,11,MAT,Null
Consumer,California,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,"14,368",4,12,MAT-1,Null
Corporate,California,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,"7,712",2,13,MAT-2,YTD-2
Corporate,California,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,"698,352",3,1,MAT,Null
Consumer,Utah,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black","4,96",4,2,MAT-1,Null
Corporate,Pennsylvania,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,"17,856",4,3,MAT-2,Null
Corporate,Pennsylvania,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,"509,97",10,4,MAT,Null
Corporate,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,"30,992",13,5,MAT-1,Null
Corporate,Pennsylvania,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","71,928",12,6,MAT-2,Null
Consumer,Texas,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,"88,8",4,7,MAT,Null
Consumer,California,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"47,976",3,8,MAT-1,Null
Consumer,Massachusetts,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","7,56",3,9,MAT-2,Null
Consumer,Massachusetts,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,"24,56",2,10,MAT,Null
Consumer,Massachusetts,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip","12,96",2,11,MAT-1,Null
Home Office,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,"6,79",1,12,MAT-2,Null
Home Office,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,"24,56",2,13,MAT,YTD
